,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
3124,0_to_200,26,credits_paid_to_date,furniture,4417,less_100,1_to_4,2,female,co-applicant,2,savings_insurance,21,stores,own,1,skilled,1,none,yes,Risk
3125,less_0,4,all_credits_paid_back,car_new,331,less_100,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3126,0_to_200,16,credits_paid_to_date,furniture,1212,less_100,less_1,3,female,none,2,savings_insurance,28,none,own,1,skilled,1,none,yes,Risk
3127,less_0,23,prior_payments_delayed,car_used,983,500_to_1000,1_to_4,3,female,none,1,savings_insurance,24,stores,own,1,skilled,1,none,yes,Risk
3128,0_to_200,24,outstanding_credit,education,3152,100_to_500,4_to_7,2,female,none,1,unknown,50,stores,own,1,unskilled,1,none,yes,Risk
3129,less_0,37,credits_paid_to_date,business,3094,100_to_500,greater_7,4,female,none,3,car_other,31,stores,rent,2,unskilled,1,none,yes,Risk
3130,greater_200,4,all_credits_paid_back,car_new,2177,less_100,1_to_4,2,female,none,3,savings_insurance,36,none,own,1,management_self-employed,1,yes,yes,Risk
3131,0_to_200,17,prior_payments_delayed,radio_tv,250,100_to_500,greater_7,3,female,none,2,savings_insurance,23,bank,own,1,unemployed,1,none,yes,Risk
3132,0_to_200,7,credits_paid_to_date,car_new,250,less_100,unemployed,2,female,none,2,real_estate,30,none,rent,2,skilled,1,none,yes,Risk
3133,less_0,10,prior_payments_delayed,furniture,1368,less_100,1_to_4,2,female,none,2,car_other,44,stores,own,2,skilled,1,none,yes,Risk
3134,less_0,8,no_credits,car_used,250,less_100,1_to_4,2,female,none,1,real_estate,33,none,rent,1,skilled,1,none,yes,Risk
3135,0_to_200,21,all_credits_paid_back,car_new,1092,less_100,1_to_4,2,female,none,1,real_estate,26,stores,own,2,skilled,1,none,yes,Risk
3136,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3137,0_to_200,16,credits_paid_to_date,car_used,4036,less_100,4_to_7,4,female,none,2,real_estate,34,none,own,1,skilled,1,none,yes,Risk
3138,less_0,5,prior_payments_delayed,car_new,250,less_100,4_to_7,1,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,Risk
3139,0_to_200,27,prior_payments_delayed,furniture,2405,100_to_500,1_to_4,3,female,none,2,real_estate,31,none,rent,1,skilled,1,none,yes,Risk
3140,less_0,7,prior_payments_delayed,furniture,250,less_100,1_to_4,2,female,none,1,real_estate,37,stores,own,1,skilled,1,none,yes,Risk
3141,0_to_200,23,prior_payments_delayed,retraining,3280,greater_1000,less_1,2,female,none,1,car_other,49,stores,own,1,skilled,2,yes,yes,Risk
3142,0_to_200,4,no_credits,appliances,250,less_100,unemployed,1,female,co-applicant,2,real_estate,30,bank,rent,1,unemployed,1,none,yes,Risk
3143,no_checking,12,all_credits_paid_back,vacation,868,500_to_1000,unemployed,3,female,none,3,savings_insurance,26,none,rent,1,skilled,1,none,yes,Risk
3144,less_0,28,credits_paid_to_date,furniture,2451,less_100,1_to_4,3,female,none,3,car_other,41,stores,rent,2,skilled,1,none,yes,Risk
3145,less_0,9,prior_payments_delayed,car_new,1099,less_100,1_to_4,3,female,none,1,savings_insurance,30,stores,own,1,skilled,1,none,yes,Risk
3146,0_to_200,4,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,1,real_estate,50,none,rent,1,skilled,1,yes,yes,Risk
3147,0_to_200,5,credits_paid_to_date,car_used,1509,500_to_1000,1_to_4,2,female,none,2,savings_insurance,31,none,own,1,skilled,1,none,no,Risk
3148,0_to_200,14,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,3,real_estate,24,none,own,1,skilled,1,none,yes,Risk
3149,no_checking,8,prior_payments_delayed,furniture,4753,less_100,1_to_4,4,female,none,4,savings_insurance,39,none,own,2,management_self-employed,2,none,yes,Risk
3150,less_0,32,prior_payments_delayed,appliances,668,greater_1000,4_to_7,2,female,none,1,car_other,38,bank,rent,2,unemployed,1,none,yes,Risk
3151,no_checking,8,credits_paid_to_date,car_new,2099,100_to_500,1_to_4,2,female,none,3,savings_insurance,26,none,own,1,skilled,1,none,yes,Risk
3152,less_0,4,all_credits_paid_back,education,466,100_to_500,1_to_4,2,female,none,2,real_estate,19,bank,rent,1,unskilled,1,none,yes,Risk
3153,less_0,13,all_credits_paid_back,car_new,3116,less_100,unemployed,1,female,none,2,savings_insurance,21,none,rent,1,skilled,1,none,yes,Risk
3154,less_0,22,credits_paid_to_date,car_used,2119,less_100,less_1,3,female,none,1,car_other,30,stores,rent,1,skilled,1,none,yes,Risk
3155,0_to_200,4,prior_payments_delayed,car_new,1233,100_to_500,less_1,2,female,none,3,car_other,26,none,rent,1,skilled,1,none,yes,Risk
3156,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3157,less_0,4,all_credits_paid_back,radio_tv,250,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3158,less_0,11,all_credits_paid_back,car_new,996,less_100,1_to_4,2,female,none,2,real_estate,32,bank,rent,1,unemployed,1,none,yes,Risk
3159,no_checking,42,prior_payments_delayed,furniture,5057,unknown,greater_7,4,female,co-applicant,4,savings_insurance,53,none,own,2,skilled,1,none,yes,Risk
3160,0_to_200,11,credits_paid_to_date,car_new,2306,less_100,less_1,2,female,none,1,savings_insurance,25,none,own,1,skilled,1,none,yes,Risk
3161,no_checking,8,credits_paid_to_date,furniture,3147,less_100,unemployed,1,female,none,3,savings_insurance,28,none,rent,1,management_self-employed,2,none,yes,Risk
3162,greater_200,24,credits_paid_to_date,car_used,3496,100_to_500,4_to_7,3,female,none,3,savings_insurance,41,none,own,2,skilled,1,none,yes,Risk
3163,no_checking,9,prior_payments_delayed,radio_tv,6203,100_to_500,4_to_7,4,female,none,4,savings_insurance,39,stores,own,2,unskilled,2,yes,yes,Risk
3164,no_checking,28,prior_payments_delayed,business,3589,100_to_500,greater_7,4,female,none,3,unknown,45,bank,free,1,unemployed,1,yes,yes,Risk
3165,0_to_200,17,credits_paid_to_date,car_used,1718,less_100,1_to_4,1,female,none,3,real_estate,27,stores,own,1,skilled,1,none,yes,Risk
3166,less_0,15,credits_paid_to_date,vacation,4273,less_100,less_1,3,female,none,2,savings_insurance,29,none,own,1,skilled,1,none,yes,Risk
3167,0_to_200,14,all_credits_paid_back,furniture,250,500_to_1000,1_to_4,3,female,none,2,savings_insurance,28,bank,rent,1,unemployed,1,none,yes,Risk
3168,less_0,18,credits_paid_to_date,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,Risk
3169,0_to_200,25,prior_payments_delayed,radio_tv,4901,less_100,greater_7,4,female,none,2,savings_insurance,42,none,own,1,skilled,1,none,yes,Risk
3170,less_0,13,all_credits_paid_back,car_new,250,500_to_1000,1_to_4,2,female,none,3,savings_insurance,22,stores,own,1,skilled,1,none,yes,Risk
3171,0_to_200,17,credits_paid_to_date,car_used,1445,less_100,less_1,2,female,none,1,savings_insurance,41,none,rent,1,skilled,1,none,yes,Risk
3172,less_0,18,credits_paid_to_date,retraining,2160,less_100,less_1,2,female,none,2,savings_insurance,20,none,own,1,skilled,1,none,yes,Risk
3173,less_0,22,credits_paid_to_date,car_new,3410,less_100,less_1,2,female,none,2,real_estate,22,bank,rent,1,unemployed,1,none,yes,Risk
3174,less_0,16,credits_paid_to_date,car_used,993,less_100,4_to_7,1,female,none,1,real_estate,25,stores,own,1,skilled,1,none,yes,Risk
3175,0_to_200,21,outstanding_credit,radio_tv,3364,100_to_500,1_to_4,2,female,none,1,savings_insurance,44,stores,rent,2,skilled,2,yes,yes,Risk
3176,no_checking,31,prior_payments_delayed,car_used,5787,100_to_500,1_to_4,3,female,none,3,savings_insurance,36,none,own,1,skilled,1,yes,yes,Risk
3177,less_0,4,all_credits_paid_back,car_new,842,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3178,less_0,10,all_credits_paid_back,vacation,2380,less_100,less_1,2,female,none,2,savings_insurance,28,none,rent,1,skilled,1,none,yes,Risk
3179,no_checking,24,prior_payments_delayed,furniture,1507,greater_1000,1_to_4,3,female,none,4,real_estate,23,none,own,1,skilled,1,none,yes,Risk
3180,less_0,15,credits_paid_to_date,vacation,1103,less_100,less_1,2,female,none,2,real_estate,24,none,rent,1,skilled,1,none,yes,Risk
3181,less_0,35,all_credits_paid_back,radio_tv,250,less_100,1_to_4,3,female,none,1,savings_insurance,32,stores,own,1,skilled,1,none,yes,Risk
3182,less_0,13,all_credits_paid_back,car_used,250,less_100,less_1,2,female,none,2,real_estate,27,none,rent,1,skilled,1,none,yes,Risk
3183,0_to_200,10,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,31,none,own,1,skilled,1,none,yes,Risk
3184,less_0,16,credits_paid_to_date,car_new,250,less_100,4_to_7,3,female,none,1,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,Risk
3185,0_to_200,15,no_credits,car_new,5143,less_100,less_1,2,female,none,2,real_estate,26,bank,own,1,unskilled,1,none,yes,Risk
3186,0_to_200,4,credits_paid_to_date,radio_tv,4539,100_to_500,1_to_4,3,female,none,3,savings_insurance,37,none,own,1,management_self-employed,1,none,no,Risk
3187,less_0,4,all_credits_paid_back,furniture,1782,less_100,less_1,1,female,none,1,savings_insurance,33,none,rent,1,skilled,1,none,yes,Risk
3188,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,2,real_estate,21,none,rent,1,skilled,1,none,yes,Risk
3189,0_to_200,14,prior_payments_delayed,car_new,2531,100_to_500,4_to_7,3,female,none,1,car_other,44,bank,own,2,unemployed,2,yes,yes,Risk
3190,no_checking,28,prior_payments_delayed,radio_tv,6029,100_to_500,1_to_4,3,female,none,4,car_other,44,none,own,1,skilled,1,yes,yes,Risk
3191,less_0,4,all_credits_paid_back,education,426,100_to_500,less_1,2,female,none,1,real_estate,30,none,own,1,skilled,1,none,yes,Risk
3192,less_0,10,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,3,female,none,1,car_other,30,stores,own,1,skilled,1,none,yes,Risk
3193,less_0,24,credits_paid_to_date,retraining,1982,less_100,less_1,2,female,none,3,real_estate,31,none,own,1,skilled,1,none,yes,Risk
3194,less_0,9,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,24,none,rent,1,skilled,1,none,yes,Risk
3195,less_0,8,prior_payments_delayed,furniture,636,less_100,less_1,1,female,none,1,savings_insurance,31,stores,own,2,skilled,1,yes,yes,Risk
3196,0_to_200,22,credits_paid_to_date,radio_tv,250,100_to_500,4_to_7,2,female,none,2,car_other,48,stores,own,2,skilled,1,none,yes,Risk
3197,less_0,8,all_credits_paid_back,car_new,250,100_to_500,less_1,1,female,none,2,real_estate,27,stores,rent,1,unskilled,1,none,yes,Risk
3198,no_checking,20,credits_paid_to_date,education,5697,greater_1000,4_to_7,4,female,none,4,savings_insurance,45,none,own,3,skilled,2,yes,yes,Risk
3199,less_0,18,prior_payments_delayed,furniture,1079,less_100,less_1,1,female,none,2,real_estate,35,stores,own,2,skilled,2,yes,yes,Risk
3200,no_checking,19,credits_paid_to_date,radio_tv,1426,less_100,less_1,1,female,none,3,real_estate,22,none,own,1,skilled,1,none,yes,Risk
3201,0_to_200,5,all_credits_paid_back,car_new,250,100_to_500,less_1,2,female,none,2,real_estate,20,none,rent,1,skilled,1,none,yes,Risk
3202,0_to_200,18,all_credits_paid_back,vacation,1849,100_to_500,1_to_4,2,female,none,1,car_other,19,stores,rent,1,unskilled,1,none,yes,Risk
3203,less_0,12,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,Risk
3204,0_to_200,16,credits_paid_to_date,furniture,2112,less_100,less_1,3,female,none,3,savings_insurance,34,none,own,2,skilled,1,none,yes,Risk
3205,less_0,10,all_credits_paid_back,car_new,250,500_to_1000,less_1,2,female,none,3,savings_insurance,24,none,rent,1,skilled,1,none,yes,Risk
3206,0_to_200,19,credits_paid_to_date,retraining,3060,less_100,1_to_4,3,female,none,1,savings_insurance,36,none,own,2,skilled,1,yes,yes,Risk
3207,0_to_200,13,credits_paid_to_date,car_used,2663,500_to_1000,4_to_7,3,female,co-applicant,4,savings_insurance,41,bank,rent,2,unemployed,1,yes,no,Risk
3208,less_0,12,all_credits_paid_back,furniture,1851,less_100,1_to_4,3,female,none,2,real_estate,22,none,own,1,skilled,1,none,yes,Risk
3209,less_0,15,credits_paid_to_date,vacation,2223,100_to_500,less_1,2,female,none,1,real_estate,27,none,rent,1,skilled,1,none,yes,Risk
3210,no_checking,24,prior_payments_delayed,furniture,5859,100_to_500,4_to_7,4,female,none,4,savings_insurance,49,none,own,2,skilled,1,yes,yes,Risk
3211,less_0,9,all_credits_paid_back,car_used,5426,100_to_500,less_1,3,female,none,3,savings_insurance,37,none,rent,2,skilled,1,none,yes,Risk
3212,less_0,20,credits_paid_to_date,car_new,377,less_100,less_1,2,female,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,Risk
3213,no_checking,27,prior_payments_delayed,car_used,4877,500_to_1000,less_1,4,female,none,3,car_other,48,none,own,1,skilled,1,yes,yes,Risk
3214,0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,Risk
3215,less_0,10,all_credits_paid_back,appliances,2296,less_100,unemployed,2,female,none,1,savings_insurance,26,bank,rent,1,unskilled,1,none,yes,Risk
3216,less_0,9,all_credits_paid_back,car_used,649,100_to_500,less_1,1,female,none,2,savings_insurance,23,none,rent,1,skilled,1,none,yes,Risk
3217,0_to_200,8,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,2,real_estate,28,none,own,1,skilled,1,none,yes,Risk
3218,less_0,15,credits_paid_to_date,furniture,250,less_100,less_1,1,female,none,2,real_estate,27,none,rent,1,skilled,1,none,yes,Risk
3219,0_to_200,15,no_credits,car_used,1671,less_100,unemployed,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3220,0_to_200,5,all_credits_paid_back,car_used,691,less_100,1_to_4,3,female,none,3,savings_insurance,19,bank,rent,1,unskilled,1,none,yes,Risk
3221,no_checking,12,all_credits_paid_back,vacation,1529,500_to_1000,4_to_7,3,female,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,Risk
3222,less_0,20,prior_payments_delayed,furniture,3315,less_100,less_1,3,female,none,2,unknown,35,none,own,1,skilled,1,yes,yes,Risk
3223,0_to_200,13,all_credits_paid_back,furniture,3638,less_100,1_to_4,2,female,none,3,savings_insurance,26,none,own,1,skilled,1,none,yes,Risk
3224,less_0,22,prior_payments_delayed,furniture,1129,greater_1000,1_to_4,3,female,none,2,car_other,37,bank,rent,2,unemployed,2,yes,yes,Risk
3225,no_checking,34,prior_payments_delayed,appliances,6502,500_to_1000,4_to_7,5,female,co-applicant,3,car_other,54,none,own,1,skilled,1,none,yes,Risk
3226,less_0,7,no_credits,car_used,250,less_100,less_1,2,female,none,2,real_estate,19,bank,rent,1,unskilled,1,none,yes,Risk
3227,less_0,4,credits_paid_to_date,radio_tv,405,less_100,less_1,2,female,none,1,real_estate,24,none,own,1,skilled,1,none,yes,Risk
3228,less_0,4,all_credits_paid_back,car_used,828,100_to_500,unemployed,1,female,none,2,real_estate,19,stores,own,1,unskilled,1,none,yes,Risk
3229,less_0,12,all_credits_paid_back,radio_tv,288,less_100,1_to_4,2,female,none,2,car_other,37,stores,own,1,unskilled,1,none,yes,Risk
3230,0_to_200,4,all_credits_paid_back,car_new,250,500_to_1000,unemployed,1,female,none,1,real_estate,24,none,rent,1,skilled,1,none,yes,Risk
3231,less_0,12,all_credits_paid_back,vacation,1598,less_100,less_1,2,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3232,less_0,6,prior_payments_delayed,vacation,250,less_100,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
3233,less_0,14,all_credits_paid_back,furniture,1138,less_100,4_to_7,2,female,none,1,real_estate,27,stores,own,1,skilled,1,none,yes,Risk
3234,0_to_200,14,credits_paid_to_date,car_new,250,less_100,1_to_4,3,female,none,2,real_estate,41,none,own,1,skilled,1,yes,no,Risk
3235,greater_200,20,all_credits_paid_back,car_new,1931,less_100,less_1,2,female,co-applicant,3,real_estate,43,none,own,2,skilled,1,yes,yes,Risk
3236,0_to_200,17,credits_paid_to_date,retraining,4275,less_100,less_1,3,female,none,2,car_other,31,none,own,1,skilled,1,none,yes,Risk
3237,less_0,12,all_credits_paid_back,vacation,2202,less_100,less_1,2,female,none,2,savings_insurance,21,none,rent,1,skilled,1,none,yes,Risk
3238,greater_200,19,credits_paid_to_date,car_new,1372,less_100,1_to_4,2,female,none,2,car_other,24,stores,own,1,skilled,1,none,yes,Risk
3239,less_0,16,prior_payments_delayed,car_used,653,less_100,4_to_7,3,female,co-applicant,3,car_other,24,bank,own,1,unemployed,1,none,yes,Risk
3240,0_to_200,4,all_credits_paid_back,education,250,less_100,less_1,1,female,none,2,real_estate,22,stores,rent,1,skilled,1,none,yes,Risk
3241,less_0,9,all_credits_paid_back,car_new,1704,less_100,less_1,2,female,none,1,real_estate,23,bank,rent,1,unskilled,1,none,yes,Risk
3242,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,2,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,Risk
3243,0_to_200,15,credits_paid_to_date,car_used,2853,less_100,1_to_4,3,female,none,1,savings_insurance,37,none,own,2,skilled,1,none,yes,Risk
3244,0_to_200,17,credits_paid_to_date,car_new,1595,less_100,1_to_4,3,female,none,3,savings_insurance,21,none,own,1,skilled,1,none,yes,Risk
3245,no_checking,21,credits_paid_to_date,car_used,1191,100_to_500,4_to_7,4,female,none,4,real_estate,30,none,own,1,skilled,1,none,yes,Risk
3246,no_checking,8,prior_payments_delayed,furniture,5504,less_100,1_to_4,4,female,none,4,savings_insurance,35,none,own,1,management_self-employed,1,none,yes,Risk
3247,less_0,28,credits_paid_to_date,car_new,1347,less_100,less_1,3,female,none,2,savings_insurance,26,stores,own,1,unskilled,1,none,yes,Risk
3248,less_0,7,prior_payments_delayed,furniture,250,less_100,less_1,2,female,none,1,real_estate,25,none,own,1,skilled,1,none,yes,Risk
3249,0_to_200,7,all_credits_paid_back,vacation,7164,less_100,less_1,2,female,none,1,car_other,24,none,free,2,management_self-employed,1,yes,yes,Risk
3250,0_to_200,24,credits_paid_to_date,radio_tv,2484,100_to_500,4_to_7,3,female,none,2,savings_insurance,35,stores,own,2,skilled,1,none,yes,Risk
3251,less_0,4,all_credits_paid_back,car_used,2086,less_100,less_1,2,female,none,2,savings_insurance,29,none,own,1,skilled,1,none,yes,Risk
3252,no_checking,14,credits_paid_to_date,retraining,7699,less_100,less_1,4,female,none,3,car_other,37,none,own,2,management_self-employed,2,none,yes,Risk
3253,less_0,6,all_credits_paid_back,car_used,250,less_100,unemployed,1,female,none,2,savings_insurance,19,stores,rent,1,skilled,1,none,yes,Risk
3254,no_checking,24,prior_payments_delayed,radio_tv,6438,100_to_500,1_to_4,3,female,none,4,car_other,45,none,own,1,skilled,1,yes,yes,Risk
3255,no_checking,30,prior_payments_delayed,business,6677,100_to_500,less_1,3,female,none,3,savings_insurance,39,none,own,1,management_self-employed,1,none,yes,Risk
3256,less_0,12,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,Risk
3257,less_0,22,credits_paid_to_date,car_used,2080,500_to_1000,4_to_7,3,female,none,1,savings_insurance,36,stores,own,1,skilled,1,none,yes,Risk
3258,no_checking,36,prior_payments_delayed,other,5759,500_to_1000,4_to_7,4,female,none,4,savings_insurance,49,none,own,2,skilled,1,none,yes,Risk
3259,less_0,12,all_credits_paid_back,furniture,3897,100_to_500,less_1,3,female,none,3,car_other,29,none,own,1,skilled,1,none,yes,Risk
3260,0_to_200,15,credits_paid_to_date,vacation,3714,less_100,4_to_7,4,female,none,3,car_other,42,bank,own,1,unskilled,1,none,yes,Risk
3261,less_0,28,outstanding_credit,repairs,250,500_to_1000,1_to_4,2,female,none,2,real_estate,41,stores,own,1,skilled,1,yes,yes,Risk
